Deal_number,Deal_name
382,015 - DST Systems Inc and ALPS Holdings Inc merger.docx
383,015 - Energy Capital Partners acquisition of stock of Wheelabrator Technologies .docx
384,015 - Howard Bancorp Inc and First Mariner Bank merger.docx
385,015 - Ligand Pharmaceuticals Incorporated and Open Monoclonal Technology Inc mer.docx
386,015 - LogMeIn Inc and Jive Communications Inc merger.docx
387,015 - Molina Healthcare Inc acquisition of certain assets of Aetna Inc and Human.docx
388,015 - National Commerce Corporation and Premier Community Bank of Florida merger.docx
389,015 - Peabody Energy Corporation acquisition of certain assets of Drummond Compa.docx
390,015 - Quidel Corporation acquisition of certain assets of Alere Inc.docx
391,015 - RadNet Inc acquisition of assets of Diagnostic Imaging Group LLC Diagnosti.docx
392,015 - Rent-A-Center Inc acquisition of certain assets of CC Financial Corp dba M.docx
393,015 - Repligen Corporation acquisition of stock of TangenX Technology Corporatio.docx
394,015 - SIRVA Worldwide Inc acquisition of stock of Cartus Corporation.docx
395,015 - STERIS plc acquisition of equity interests of Key Surgical LLC.docx
396,015 - Sunoco LP acquisition of stock of Susser Holdings Corporation.docx
397,015 - Tadano Ltd acquisition of subsidiary stock and certain assets of Terex Cor.docx
398,015 - Talos Energy Inc acquisition of subsidiary equity interests of Riverstone .docx
399,015 - Thales Group acquisition of equity interests of LiveTV.docx
400,015 - The Andersons Inc and Lansing Trade Group LLC merger.docx
401,015 - United Rentals Inc and BakerCorp International Holdings Inc merger.docx
402,015 - Valero Energy Partners LP acquisition of equity interests of Parkway Pipel.docx
403,015 - Vistaprint NV and Webs Inc merger.docx
404,016 - AMC Entertainment Holdings Inc acquisition equity interests SMH Theatres I.docx
405,016 - Amicus Therapeutics Inc and Celenex Inc merger.docx
406,016 - ATN International Inc acquisition of equity interests of Caribbean Asset H.docx
407,016 - Comfort Systems USA Inc acquisition of equity interests of Walker TX Holdi.docx
408,016 - CVC Credit Partners LLC acquisition of equity interests of Northport TRS L.docx
409,016 - Emergent BioSolutions Inc acquisition of certain assets of Sanofi Pasteur .docx
410,016 - Energy Resources 12 LP acquisition of certain assets of Bruin EAndP Non-Op.docx
411,016 - Ensign United States Drilling (SW) Inc acquisition of equity interests of .docx
412,016 - Erick's Holdings LLC acquisition of equity interests of Erick Flowback Ser.docx
413,016 - Goldman Sachs BDC Inc and Goldman Sachs Middle Market Lending Corp merger.docx
414,016 - Hakkasan Holdings LLC acquisition of subsidiary equity interests of Morgan.docx
415,016 - ICF International Inc acquisition of equity interests of Ironworks Consult.docx
416,016 - Independent Bank Corporation and TCSB Bancorp Inc merger.docx
417,016 - Infrastructure and Energy Alternatives Inc acquisition of subsidiary equit.docx
418,016 - Kaman Corporation acquisition of equity interests of Bal Seal Engineering .docx
419,016 - Medira Inc acquisition of subsidiary equity interests and certain assets o.docx
420,016 - Meredith Corporation acquisition of certain assets of Gannett Co Inc.docx
421,016 - Nant Capital LLC acquisition of equity interests of NantMedia Holdings LLC.docx
422,016 - Old National Bancorp and Founders Financial Corporation merger.docx
423,016 - Orthofix International NV and Spinal Kinetics Inc merger.docx
424,016 - Owens And Minor Inc acquisition of certain assets and subsidiary equity in.docx
425,016 - RimRock Oil And Gas Williston LLC acquisition of certain assets of Whiting.docx
426,016 - The Blackstone Group acquisition of subsidiary equity interests and certai.docx
427,016 - Twin River Worldwide Holdings Inc acquisition of equity interests of Rainb.docx
428,016 - Twin River Worldwide Holdings Inc acquisition of equity interests of The R.docx
429,016 - Veritex Holdings Inc and Sovereign Bancshares Inc merger.docx
430,017 - Ameris Bancorp and Coastal Bankshares Inc merger.docx
431,017 - Ascent Resources - Utica LLC acquisition of certain assets of CNX Resource.docx
432,017 - Caleres Inc acquisition of stock of Apollo Buyer Holding Company Inc.docx
433,017 - Carrols Restaurant Group Inc and Cambridge Franchise Holdings LLC merger.docx
434,017 - CenterState Banks Inc and HCBF Holding Company Inc merger.docx
435,017 - CHS Inc acquisition of assets of PICO Northstar Hallock LLC.docx
436,017 - Clearway Energy Inc acquisition of equity interests of CBAD Holdings LLC.docx
437,017 - Cleco Corporate Holdings acquisition of equity interests of NRG South Cent.docx
438,017 - Equity Bancshares Inc and Cache Holdings Inc merger.docx
439,017 - First Reserve acquisition of subsidiary equity interests and certain asset.docx
440,017 - Global Partners LP acquisition of equity interests of Liberty Petroleum Re.docx
441,017 - Headwaters Incorporated acquisition of assets of Krestmark Industries LP C.docx
442,017 - Hopmeadow Acquisition Inc acquisition of stock of Hartford Life Inc.docx
443,017 - MINDBODY Inc and Booker Software Inc merger.docx
444,017 - New Jersey Resources Corporation acquisition of equity interests of Inters.docx
445,017 - Pacific Premier Bancorp Inc and Security California Bancorp merger.docx
446,017 - Partners Group (USA) Inc acquisition of stock of Dynacast International In.docx
447,017 - PGT Inc and CGI Windows And Doors Holdings Inc merger.docx
448,017 - Piper Jaffray Companies and Sandler O'Neill And Partners LP merger.docx
449,017 - Quepasa Corporation and Insider Guides Inc merger.docx
450,017 - RealPage Inc and Rentlytics Inc merger.docx
451,017 - Regency Energy Partners LP acquisition of equity interests of Eagle Rock M.docx
452,017 - Romano's Macaroni Grill acquisition of subsidiary equity interests and cer.docx
453,017 - Sun Communities Inc and Safe Harbor Marinas LLC merger.docx
454,017 - Symmetry Medical Inc acquisition of assets of Codman And Shurtleff Inc.docx
455,017 - Tallgrass Energy Partners LP acquisition of equity interests of BNN Wester.docx
456,018 - AEA Investors LP acquisition of subsidiary equity interests of Univar Solu.docx
457,018 - Albany Molecular Research Inc acquisition of equity interests of Whitehous.docx
458,018 - AO Smith Corporation acquisition of stock of Lochinvar Corporation.docx
459,018 - Brunswick Corporation and Power Products Holdings LLC merger.docx
460,018 - Callon Petroleum Operating Company acquisition of certain assets of Americ.docx
461,018 - Chemical Financial Corporation and Northwestern Bancorp Inc merger.docx
462,018 - Digital Realty Trust Inc and Telx Holdings Inc merger.docx
463,018 - DSW Inc and Authentic Brands Group LLC acquisition of equity interests of .docx
464,018 - Equity Bancshares Inc and Eastman National Bancshares Inc merger.docx
465,018 - Giant Investment (HK) Limited Yunfeng Capital et al acquisition of stock o.docx
466,018 - Global Infrastructure Partners acquisition of equity interests of Zephyr R.docx
467,018 - Greatbatch Inc and Micro Power Electronics Inc merger.docx
468,018 - Husky Energy acquisition of equity interests of Calumet Superior LLC.docx
469,018 - Instructure Inc and Portfolium Inc merger.docx
470,018 - LinkedIn Corporation and lyndacom Inc merger.docx
471,018 - LogistiCare Solutions LLC and Circulation Inc merger.docx
472,018 - Mid-Con Energy Partners LP acquisition of certain assets of Mid-Con Energy.docx
473,018 - Newpark Resources Inc acquisition of assets of Well Service Group Inc.docx
474,018 - One Rock Capital Partners II LP acquisition of subsidiary equity interests.docx
475,018 - Spherix Incorporated and DatChat Inc merger.docx
476,018 - The Progressive Corporation acquisition of stock of ARX Holding Corp.docx
477,018 - The Providence Service Corporation acquisition of stock of OEP AM Inc dba .docx
478,018 - TTM Technologies Inc acquisition of stock of Anaren Holding Corp.docx
479,018 - Tyler Technologies Inc and New World Systems Corporation merger.docx
480,018 - UNS Energy Corporation acquisition of subsidiary equity interests and cert.docx
481,018 - Vishay Precision Group Inc acquisition of stock of DSI Holdings DE Inc dba.docx
482,019 - ABM Industries Incorporated and GCA Holding Corp dba GCA Services Group me.docx
483,019 - Allergan Inc and Vicept Therapeutics Inc merger.docx
484,019 - Alpine Investors acquisition of certain assets of Houghton Mifflin Harcour.docx
485,019 - American Woodmark Corporation and RSI Home Products Inc merger.docx
486,019 - Customer's Bancorp Inc acquisition of certain assets of Higher One Inc.docx
487,019 - Daelim Industrial Co Ltd acquisition of certain assets and subsidiary equi.docx
488,019 - Diamondback Energy Inc acquisition of assets of Brigham Resources Operatin.docx
489,019 - DTE Atlantic LLC acquisition of equity interests of ACB Energy Partners LL.docx
490,019 - EnPro Industries Inc and Alluxa Inc merger.docx
491,019 - Epiq Systems Inc acquisition of stock of Iris Data Services Inc.docx
492,019 - Ergon Asphalt And Emulsions Inc acquisition of certain assets of Blueknigh.docx
493,019 - Halcn Resources Corporation acquisition of certain assets of SWEPI LP.docx
494,019 - HC2 Holdings Inc and GrayWolf Industrial Inc merger.docx
495,019 - Heritage Insurance Holdings Inc acquisition of stock of Zephyr Insurance C.docx
496,019 - Hudson Technologies Inc acquisition of stock of Airgas-Refrigerants Inc.docx
497,019 - Mid-Con Energy Partners LP acquisition of certain assets of Scout Energy G.docx
498,019 - Middlefield Banc Corp and Liberty Bank NA merger.docx
499,019 - PTC Inc and Axeda Corporation merger.docx
500,019 - SMART Global Holdings Inc acquisition of equity interests of Artesyn Embed.docx
501,019 - The Carlyle Group acquisition of certain assets and subsidiary equity inte.docx
502,019 - UMB Financial Corporation and Marquette Financial Companies merger.docx
503,019 - Vanguard Natural Resources LLC acquisition of certain assets of Anadarko E.docx
504,019 - VeroLube USA Inc acquisition of stock of Thermo Fluids Inc.docx
505,019 - ViewPoint Financial Group Inc and Highlands Bancshares Inc merger.docx
506,019 - Virtusa Corporation acquisition of stock of eTouch Systems Corp.docx
507,019 - WPX Energy Inc and RKI Exploration and Production LLC merger.docx
508,02 - Calumet Specialty Products Partners LP acquisition of stock of Montana Refi.docx
509,02 - Energy Transfer Partners LP acquisition of equity interests of LDH Energy A.docx
510,02 - Flower Foods Inc and Aarow Leasing IncThe Everest Company Incorporated merg.docx
511,02 - Harman International Industries Incorporated and Symphony Teleca Corporatio.docx
512,02 - Heritage-Crystal Clean Inc acquisition of equity interests of FCC Environme.docx
513,02 - INC Research Holdings Inc and inVentiv Health Inc merger.docx
514,02 - Lightspeed Financial Inc acquisition of certain assets of Terra Nova Financ.docx
515,02 - Live Ventures Incorporated and Precision Industries Inc dba Precision Marsh.docx
516,02 - Oxford Industries Inc acquisition of equity interests of GCP Southern Tide .docx
517,02 - Paychex Inc and SurePayroll Inc merger.docx
518,02 - Quaker Chemical Corporation acquisition of stock of Summit Lubricants Inc.docx
519,02 - Sensata Technologies Inc acquisition of subsidiary stock and certain assets.docx
520,02 - Standard Parking Corporation and KCPC Holdings Inc merger.docx
521,020 - Amedisys Inc acquisition of stock of Compassionate Care Hospice Group Inc.docx
522,020 - Black Hills Corp acquisition of equity interests of SourceGas Holdings LLC.docx
523,020 - BlueLinx Corporation and Cedar Creek Holdings Inc merger.docx
524,020 - Colorado Rare Earths Inc and US Rare Earths Inc merger.docx
525,020 - Differential Brands Group Inc acquisition of subsidiary equity interests a.docx
526,020 - Enstar Group Limited acquisition of equity interests of BorgWarner Morse T.docx
527,020 - First Mid Bancshares Inc and LINCO Bancshares Inc merger.docx
528,020 - Fox Factory Holding Corp acquisition of assets of Flagship Inc dba Tuscany.docx
529,020 - Gulfport Energy Corporation acquisition of certain assets of Vitruvian II .docx
530,020 - Heritage Insurance Holdings Inc and NBIC Holdings Inc merger.docx
531,020 - Hickory Tech Corporation acquisition of equity interests of IdeaOne Teleco.docx
532,020 - Long Range Acquisition LLC acquisition of stock of Caliber Company.docx
533,020 - New Media Investment Group Inc acquisition of assets of The Providence Jou.docx
534,020 - NRG Yield Inc acquisition of equity interests of Carlsbad Energy Holdings .docx
535,020 - Pall Corporation acquisition of subsidiary equity interests and assets of .docx
536,020 - PBF Energy Inc acquisition of certain assets of ExxonMobil Oil Corporation.docx
537,020 - Penn National Gaming Inc acquisition of stock of Rocket Games Inc.docx
538,020 - Pinnacle Financial Partners Inc and CapitalMark Bank And Trust merger.docx
539,020 - PulteGroup Inc acquisition of assets and subsidiary equity interests of JW.docx
540,020 - Regal Beloit Corporation acquisition of assets and subsidiary stock of Eme.docx
541,020 - Scout Energy Group IV LP acquisition of certain assets of Mid-Con Energy P.docx
542,020 - Summit Midstream Partners LP acquisition of equity interests of Red Rock G.docx
543,020 - The Hershey Company acquisition of certain assets of BAndG Foods Inc BAndG.docx
544,020 - The Rubicon Project Inc and nToggle Inc merger.docx
545,020 - TMX Group Limited acquisition of equity interests of Trayport Inc and Tray.docx
546,020 - TripAdvisor LLC acquisition of subsidiary equity interests and certain ass.docx
547,021 - Aristocrat Technologies Inc acquisition of stock of Big Fish Games Inc.docx
548,021 - Astronics Corporation acquisition of assets of Telefonix Incorporated and .docx
